Currency	Date	Value
Brunei dollar	May 16, 2023	1.335900
Brunei dollar	May 17, 2022	1.390800
Brunei dollar	May 17, 2023	1.341000
Brunei dollar	May 18, 2022	1.387700
Brunei dollar	May 18, 2023	1.342200
Brunei dollar	May 19, 2022	1.387000
Brunei dollar	May 19, 2023	1.348600
Brunei dollar	May 20, 2022	1.381100
Brunei dollar	May 22, 2023	1.344400
Brunei dollar	May 23, 2022	1.375200
Brunei dollar	May 23, 2023	1.345600
Brunei dollar	May 24, 2022	1.374300
Brunei dollar	May 24, 2023	1.346600
Brunei dollar	May 25, 2022	1.372600
Brunei dollar	May 25, 2023	1.352400
Brunei dollar	May 26, 2022	1.374500
Brunei dollar	May 26, 2023	1.352800
Brunei dollar	May 27, 2022	1.370500
Brunei dollar	May 30, 2023	1.354200
Brunei dollar	May 31, 2022	NA
Brunei dollar	May 31, 2023	1.353900
Brunei dollar	November 01, 2022	1.413700
Brunei dollar	November 01, 2023	1.369900
Brunei dollar	November 02, 2022	1.412100
Brunei dollar	November 02, 2023	1.364800
